id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
21085,20141106T000000,680000,4,3.5,2510,3763,2,0,0,3,8,1990,520,2013,0,98052,47.7002,-122.103,2560,3820
21086,20150318T000000,677790,6,3,2800,4213,2,0,0,3,8,2800,0,1998,0,98117,47.6892,-122.389,1440,3960
21087,20150501T000000,424950,3,2.5,1650,4777,2,0,0,3,8,1650,0,2013,0,98065,47.5336,-121.841,1800,3331
21088,20150331T000000,223990,2,2.25,1061,2884,2,0,0,3,7,1061,0,2013,0,98002,47.346,-122.218,1481,2887
21089,20150513T000000,498000,4,2.5,3402,14355,2,0,0,3,10,2846,556,2014,0,98023,47.3009,-122.385,3402,8487
21090,20141031T000000,359950,4,2.5,2542,6120,2,0,0,3,8,2542,0,2014,0,98030,47.3751,-122.188,2419,8984
21091,20140515T000000,720000,3,2.5,3150,151588,2,0,0,3,9,3150,0,2007,0,98024,47.572,-121.926,2410,208652
21092,20141112T000000,530000,4,2.5,3010,9000,2,0,0,3,8,3010,0,2008,0,98059,47.4987,-122.147,3250,5531
21093,20141007T000000,295000,3,2.5,1660,4898,2,0,0,3,7,1660,0,2011,0,98038,47.3588,-122.044,1810,4462
21094,20141021T000000,255500,3,2.5,1770,5000,2,0,0,3,7,1770,0,2009,0,98042,47.3358,-122.051,2230,5200
21095,20140521T000000,556000,3,3,1960,1168,2,0,0,3,9,1600,360,2007,0,98027,47.5445,-122.014,2080,1423
21096,20140710T000000,277950,4,2.5,1889,6000,2,0,0,3,7,1889,0,2012,0,98001,47.2676,-122.256,1990,6350
21097,20150408T000000,431000,4,2.5,3040,6000,2,0,0,3,9,3040,0,2007,0,98038,47.3473,-122.03,2640,6000
21098,20141117T000000,780000,4,2.75,3420,6787,2,0,0,3,9,3420,0,2010,0,98053,47.6962,-122.023,3450,6137
21099,20141014T000000,649000,3,3.25,1720,936,2,0,0,3,8,1030,690,2004,0,98112,47.6201,-122.309,1720,1527
21100,20140714T000000,447000,3,2.5,1740,3043,2,0,0,3,7,1740,0,2012,0,98011,47.744,-122.181,1920,2869
21101,20140505T000000,712198,4,2.5,2450,4247,2,0,0,3,8,2450,0,2013,0,98052,47.7048,-122.113,2970,4685
21102,20140815T000000,277140,3,1.5,1190,785,2,0,0,3,8,920,270,2014,0,98052,47.6781,-122.117,2820,5626
21103,20140528T000000,363000,4,2.5,3753,7204,2,0,0,3,10,3336,417,2008,0,98023,47.3011,-122.385,3494,9375
21104,20150202T000000,598992,5,3.5,3440,6037,2,0,0,3,9,3440,0,2014,0,98045,47.4765,-121.734,3270,6037
21105,20141211T000000,585000,3,2.5,2160,1250,3,0,0,3,8,1830,330,2010,0,98119,47.6515,-122.375,1870,2825
21106,20140731T000000,1.27E+06,4,2.75,3820,8850,2,0,0,3,10,3820,0,2014,0,98033,47.6506,-122.195,2330,12000
21107,20150212T000000,380950,2,2,1120,1039,2,0,0,3,7,840,280,2007,0,98144,47.5788,-122.315,1130,5400
21108,20140708T000000,333490,4,2.5,2250,3916,2,0,0,3,8,2250,0,2014,0,98003,47.3413,-122.18,2156,3920
21109,20140604T000000,520000,3,3.25,1540,1487,2,0,0,3,8,1540,0,2011,0,98027,47.5397,-122.027,1620,1104
21110,20141007T000000,315000,2,2.25,1240,705,2,0,0,3,7,1150,90,2009,0,98027,47.5321,-122.073,1240,750
21111,20150331T000000,487000,2,1.5,1160,1118,2,0,0,3,8,1020,140,2007,0,98117,47.6754,-122.375,1210,1118
21112,20140808T000000,424950,5,3.5,2760,3865,2.5,0,0,3,8,2760,0,2013,0,98056,47.5049,-122.17,2590,4587
21113,20150210T000000,542300,3,2.25,1580,1487,3,0,0,3,9,1580,0,2013,0,98199,47.6514,-122.386,1600,1525
21114,20141211T000000,320000,3,3.25,1480,1192,2,0,0,3,8,1180,300,2013,0,98106,47.5556,-122.363,1330,1094
21115,20140723T000000,1.14E+06,4,3.25,3740,11467,2,0,0,3,10,3740,0,2014,0,98029,47.581,-122.022,2510,27520
21116,20141215T000000,425000,4,2.5,1950,5000,2,0,0,3,8,1950,0,2012,0,98065,47.515,-121.872,2710,5000
21117,20141031T000000,474950,3,3,1530,1568,3,0,0,3,8,1530,0,2012,0,98117,47.6998,-122.367,1460,1224
21118,20140804T000000,307635,3,2.5,1820,4200,2,0,0,3,8,1820,0,2014,0,98038,47.3693,-122.017,2370,4200
21119,20141210T000000,834538,3,2.5,2760,6187,2,0,0,3,10,2760,0,2014,0,98075,47.5821,-122.047,2760,6600
21120,20140723T000000,769995,5,2.75,3010,5398,2,0,0,3,9,3010,0,2014,0,98074,47.6067,-122.053,3360,5407
21121,20150424T000000,820875,5,3.25,3860,9387,2,0,2,3,9,3860,0,2006,0,98065,47.538,-121.858,3860,8979
21122,20150316T000000,595500,4,2.5,2490,6537,2,0,0,3,8,2490,0,2013,0,98065,47.5185,-121.884,2520,5848
21123,20140912T000000,450000,4,2.5,3236,9608,2,0,0,3,10,3236,0,2005,0,98030,47.3838,-122.195,3236,9660
21124,20150421T000000,695000,4,2.5,2830,14538,2,0,0,3,8,2830,0,2003,0,98065,47.5405,-121.882,2270,6939
21125,20150323T000000,300000,3,2,1451,7159,1,0,0,3,7,1451,0,2010,0,98042,47.3754,-122.163,2303,6126
21126,20140623T000000,515000,5,3.25,2910,5027,2,0,0,3,8,2040,870,2013,0,98106,47.5543,-122.359,2910,5027
21127,20140903T000000,545000,3,2.5,1280,1845,3,0,0,3,8,1280,0,2009,0,98105,47.662,-122.324,1450,1889
21128,20150218T000000,365000,3,2.25,1110,979,2,0,0,3,7,960,150,2008,0,98144,47.5999,-122.3,1170,1400
21129,20140714T000000,718500,4,2.75,2840,8800,2,0,0,3,9,2840,0,2008,0,98033,47.7029,-122.171,1840,7700
21130,20150401T000000,279800,3,1.75,1410,2052,2,0,0,3,8,1410,0,2014,0,98106,47.5171,-122.347,1410,1988
21131,20140925T000000,486940,4,2.5,3250,13360,2,0,0,3,9,3250,0,2014,0,98030,47.3524,-122.198,2612,14448
21132,20140626T000000,525000,4,2.75,3030,6625,2,0,0,3,8,3030,0,2011,0,98059,47.4815,-122.152,3030,9620
21133,20140725T000000,345000,4,2.5,1983,6002,2,0,0,3,9,1983,0,2012,0,98092,47.3281,-122.164,2502,4750
21134,20141030T000000,613000,3,3.25,2440,2812,2,0,0,3,8,1710,730,2005,0,98027,47.5362,-122.072,2440,2836
21135,20140825T000000,370000,3,2.5,2313,5700,2,0,0,3,9,2313,0,2011,0,98030,47.3572,-122.202,2323,5701
21136,20141002T000000,449500,3,2.25,1260,2556,2,0,0,3,7,1260,0,2005,0,98029,47.5482,-121.998,1630,2844
21137,20150416T000000,515000,3,2.5,2000,3837,2,0,0,3,8,2000,0,2011,0,98072,47.7713,-122.167,2210,4075
21138,20150504T000000,346100,2,1.75,1150,698,2,0,0,3,7,1150,0,2013,0,98027,47.5323,-122.071,1150,757
21139,20141209T000000,398500,4,2.5,2820,6666,2,0,0,3,9,2820,0,2007,0,98038,47.3473,-122.031,1880,7200
21140,20140820T000000,310000,2,1.75,1160,2500,2,0,0,3,7,1160,0,2008,0,98014,47.6489,-121.911,970,7500
21141,20150226T000000,250000,3,2.25,1481,2820,2,0,0,3,7,1481,0,2012,0,98002,47.3457,-122.217,1481,2889
21142,20140806T000000,1.88E+06,5,3.5,4390,6220,2,0,3,3,9,3170,1220,2013,0,98115,47.6789,-122.273,2740,6448
21143,20140827T000000,695000,2,1.75,1570,1207,3,0,0,3,9,1570,0,2007,0,98004,47.6215,-122.201,1570,1206
21144,20140827T000000,1.09E+06,4,3,3410,6541,2,0,2,3,9,2680,730,2007,0,98126,47.5416,-122.38,2300,6345
21145,20140804T000000,864327,5,3.25,3480,6507,2,0,0,3,9,3480,0,2014,0,98074,47.607,-122.053,3360,5398
21146,20140616T000000,749995,4,3.25,3430,9870,2,0,0,3,9,3430,0,2014,0,98011,47.776,-122.173,3360,9724
21147,20140610T000000,525000,5,2.75,2880,8364,2,0,0,3,9,2880,0,2006,0,98059,47.4893,-122.147,3010,8296
21148,20141121T000000,659950,3,2.5,2990,9413,2,0,0,3,10,2990,0,2006,0,98028,47.7341,-122.234,1940,9600
21149,20140506T000000,1.80E+06,5,5,4490,10279,2,0,0,3,10,3930,560,2013,0,98004,47.5974,-122.202,2490,10279
21150,20141029T000000,950000,5,4,4100,8120,2,0,0,3,9,4100,0,2011,0,98053,47.6917,-122.02,4100,7625
21151,20140618T000000,1.40E+06,4,2.75,3870,10046,2,0,0,3,11,3870,0,2005,0,98033,47.6651,-122.191,3560,10046
21152,20140702T000000,265050,2,1.5,800,2119,2,0,0,3,7,800,0,2008,0,98106,47.554,-122.362,1020,4800
21153,20150306T000000,450000,3,2.25,1620,1057,3,0,0,3,8,1540,80,2009,0,98027,47.5396,-122.026,1390,942
21154,20150505T000000,915000,4,2.5,2910,4356,3,0,0,3,8,2910,0,2010,0,98034,47.6705,-122.146,2840,4181
21155,20140630T000000,963000,4,3.25,3530,8589,2,0,0,3,10,3530,0,2007,0,98033,47.6975,-122.195,2470,9019
21156,20141008T000000,270000,4,2.5,2701,5821,2,0,0,3,7,2701,0,2013,0,98092,47.2873,-122.177,2566,5843
21157,20140724T000000,294000,2,2.5,1380,889,2,0,0,3,7,1140,240,2012,0,98126,47.5441,-122.369,1580,1397
21158,20140605T000000,700000,3,2.5,2050,4185,2,0,0,3,9,2050,0,2011,0,98117,47.6922,-122.371,1150,5000
21159,20150316T000000,1.07E+06,3,4,3370,8252,2,0,0,3,10,3370,0,2014,0,98075,47.5965,-122.013,3710,8252
21160,20150429T000000,494900,3,2.5,2040,2500,2,0,0,3,7,1470,570,2008,0,98126,47.573,-122.372,1410,2500
21161,20140801T000000,415000,3,2.5,1610,3600,2,0,0,3,8,1610,0,2010,0,98072,47.771,-122.169,2210,3600
21162,20140502T000000,459990,3,2.5,2680,5539,2,0,0,3,8,2680,0,2013,0,98045,47.4761,-121.734,2990,6037
21163,20141003T000000,882990,4,3.5,3560,6562,2,0,0,3,10,3560,0,2014,0,98075,47.5929,-121.974,3710,6562
21164,20141229T000000,620000,4,3.5,3880,8244,2,0,0,3,10,3060,820,2007,0,98019,47.7426,-121.976,3180,10947
21165,20150212T000000,375900,3,2,1824,7120,1,0,0,3,9,1824,0,2010,0,98001,47.3457,-122.27,2409,6264
21166,20141006T000000,654000,3,2.5,2220,2873,2,0,0,3,10,2010,210,2012,0,98027,47.5311,-122.074,2290,3213
21167,20150325T000000,1.84E+06,4,3.25,4140,11007,2,0,0,3,10,4140,0,2013,0,98040,47.5707,-122.217,2150,9663
21168,20141210T000000,215000,3,2.5,1322,6006,2,0,0,3,7,1322,0,2009,0,98001,47.2706,-122.254,1440,6796
21169,20141124T000000,630500,3,2.5,1909,1300,3,0,0,3,8,1766,143,2006,0,98103,47.6538,-122.352,1780,1248
21170,20141107T000000,855000,4,3.5,3460,7702,2,0,0,3,10,3460,0,2010,0,98075,47.5942,-121.977,3380,7464
21171,20150127T000000,235245,4,2.5,1954,5075,2,0,0,3,8,1954,0,2007,0,98001,47.2606,-122.253,1934,5000
21172,20140710T000000,770000,5,2.5,3000,7912,1,0,0,3,9,1610,1390,2007,0,98033,47.6765,-122.175,2700,7205
21173,20140619T000000,734990,4,2.5,2650,6884,2,0,0,3,8,2650,0,2012,0,98053,47.6901,-122.015,2520,5866
21174,20150109T000000,880000,4,2.5,2580,3436,2,0,0,3,8,2580,0,2013,0,98033,47.6853,-122.21,1780,5772
21175,20150114T000000,525000,4,3,2650,4924,2,0,0,3,8,2650,0,2011,0,98028,47.7734,-122.238,2380,4733
21176,20140807T000000,775000,4,3.5,3390,3960,2,0,0,3,10,3390,0,2008,0,98027,47.5406,-121.995,2990,3400
21177,20150430T000000,687015,3,1.75,1470,873,3,0,0,3,10,1470,0,2009,0,98119,47.6256,-122.362,1410,967
21178,20141112T000000,663000,3,2.5,1910,5125,2,0,0,3,9,1910,0,2006,0,98029,47.5481,-121.995,1910,3215
21179,20150330T000000,815000,4,2.5,3030,7187,2,0,0,3,9,3030,0,2005,0,98033,47.6934,-122.166,3030,7187
21180,20150427T000000,1.05E+06,4,3.25,2930,25020,2,0,0,3,9,2930,0,2013,0,98029,47.5514,-122.023,2400,32374
21181,20150423T000000,433190,3,2.5,1650,2787,2,0,0,3,8,1650,0,2014,0,98065,47.5336,-121.838,1760,2787
21182,20141210T000000,725000,4,2.5,2870,5118,2,0,0,3,9,2870,0,2006,0,98029,47.5544,-121.99,2940,4800
21183,20150408T000000,279950,3,2.5,1608,4800,2,0,0,3,8,1608,0,2013,0,98092,47.2585,-122.201,2009,4800
21184,20150327T000000,272167,2,2.5,1620,3795,2,0,0,3,7,1620,0,2014,0,98027,47.5321,-122.034,1620,6000
21185,20140616T000000,468500,3,2.5,1350,1186,2,0,0,3,8,1120,230,2007,0,98117,47.6786,-122.375,1500,1605
21186,20140602T000000,298000,3,2.5,1950,3600,2,0,0,3,7,1950,0,2010,0,98038,47.3658,-122.021,1870,4184
21187,20150114T000000,303500,6,4.5,3390,7200,2,0,0,3,8,2440,950,2007,0,98118,47.5205,-122.288,2040,7214
21188,20150410T000000,308000,3,1.75,1300,1237,2,0,0,3,7,1060,240,2008,0,98027,47.539,-122.026,1350,942
21189,20150415T000000,646800,3,3,2230,1407,2.5,0,0,3,8,1850,380,2014,0,98027,47.5446,-122.017,2230,1407
21190,20150102T000000,530200,4,2.5,1880,3853,2,0,0,3,8,1880,0,2010,0,98027,47.5636,-122.094,1890,3078
21191,20141112T000000,405000,5,2.5,3370,5092,2,0,0,3,7,3370,0,2006,0,98038,47.3594,-122.036,2910,5092
21192,20140724T000000,529000,2,2.5,1320,1395,2,0,0,3,8,990,330,2014,0,98107,47.6689,-122.362,1550,1519
21193,20140908T000000,675900,3,2.5,2920,9096,2,0,0,3,9,2920,0,2013,0,98059,47.4855,-122.149,2930,7995
21194,20150402T000000,570000,3,3.25,1550,1280,2,0,0,3,9,1220,330,2013,0,98199,47.6493,-122.384,1550,1579
21195,20141226T000000,375500,4,2.5,2301,6452,2,0,0,3,9,2301,0,2010,0,98001,47.346,-122.269,2650,6054
21196,20141021T000000,445000,3,3.25,1710,1960,2,0,0,3,8,1360,350,2004,0,98029,47.5479,-122.003,1420,955
21197,20150105T000000,1.10E+06,4,3.75,2890,4164,2,0,0,3,9,2240,650,2013,0,98033,47.676,-122.197,2354,3207
21198,20140825T000000,477000,3,2.5,2100,5060,2,0,0,3,7,2100,0,2006,0,98108,47.563,-122.298,1520,2468
21199,20141121T000000,450000,3,2.75,2240,3360,2,0,0,3,8,2100,140,2014,0,98178,47.4999,-122.232,1790,5873
21200,20150326T000000,427005,3,3,1460,1200,3,0,0,3,8,1460,0,2006,0,98117,47.7,-122.367,1460,1245
21201,20150224T000000,720000,3,1.75,1370,1990,3,0,0,3,9,1370,0,2014,0,98102,47.6434,-122.324,1730,1990
21202,20141008T000000,2.23E+06,3,3.5,3760,5634,2,1,4,3,11,2830,930,2014,0,98056,47.5285,-122.205,3560,5762
21203,20140527T000000,450800,4,3.25,2510,5311,2,0,0,3,9,2510,0,2009,0,98056,47.5028,-122.17,1590,9583
21204,20140829T000000,461100,2,2.25,1210,1267,2,0,0,3,8,1120,90,2010,0,98117,47.6783,-122.376,1360,1349
21205,20141001T000000,1.06E+06,4,3,2990,6695,2,0,0,3,10,2990,0,2014,0,98075,47.5817,-122.047,2760,6600
21206,20150408T000000,590000,3,2.5,1710,2875,2,0,0,3,8,1710,0,2006,0,98116,47.5787,-122.392,1640,5750
21207,20140716T000000,478830,4,2.5,3274,4950,2,0,0,3,9,3274,0,2014,0,98092,47.2603,-122.195,2578,4200
21208,20140709T000000,760000,4,2.25,3300,8365,3,0,0,3,9,3300,0,2014,0,98126,47.5363,-122.377,1290,8369
21209,20140703T000000,1.03E+06,4,3.5,4370,10860,2,0,0,3,11,4370,0,2008,0,98059,47.5066,-122.148,3560,8070
21210,20140613T000000,385000,4,2.5,2050,5276,2,0,0,3,7,2050,0,2006,0,98059,47.491,-122.15,2480,5447
21211,20140516T000000,500000,2,2.5,1310,1500,2,0,0,3,8,1160,150,2006,0,98122,47.6112,-122.309,1320,1581
21212,20150415T000000,425000,3,1.5,1680,8000,1.5,0,0,3,7,1680,0,2012,0,98014,47.6923,-121.869,1990,26336
21213,20140905T000000,552100,3,3,1330,1379,2,0,0,4,8,1120,210,2005,0,98122,47.6126,-122.313,1810,1770
21214,20141229T000000,785000,3,3,1950,1983,3,0,0,3,9,1610,340,2009,0,98004,47.6078,-122.202,2040,2131
21215,20150323T000000,615000,5,3.25,3090,7069,2,0,0,3,9,3090,0,2012,0,98056,47.5114,-122.196,2480,8000
21216,20150423T000000,309000,3,2.5,1950,3825,2,0,0,3,7,1950,0,2013,0,98042,47.3588,-122.082,1950,3825
21217,20150220T000000,369500,3,2,1108,1128,3,0,0,3,7,1108,0,2009,0,98115,47.6961,-122.318,1285,1253
21218,20150211T000000,391000,4,2.25,2190,3850,2,0,0,3,7,2190,0,2006,0,98059,47.4861,-122.161,2190,3980
21219,20141029T000000,465000,3,1.75,1590,1322,2,0,0,3,8,1060,530,2014,0,98144,47.5753,-122.294,1530,5400
21220,20140606T000000,879950,4,2.75,3010,7215,2,0,0,3,9,3010,0,2014,0,98033,47.6952,-122.178,3010,7215
21221,20141023T000000,372000,3,2,1330,1042,2,0,0,3,8,1060,270,2014,0,98136,47.5522,-122.382,1440,2428
21222,20140522T000000,259000,3,2.5,1550,3569,2,0,0,3,7,1550,0,2011,0,98002,47.3528,-122.211,2095,3402
21223,20140707T000000,374000,2,1.5,1260,1575,2,0,0,3,7,1260,0,2001,0,98144,47.5914,-122.295,1220,1740
21224,20150305T000000,561000,4,2.5,2550,5395,2,0,0,3,8,2550,0,2001,0,98065,47.5355,-121.874,2850,6109
21225,20150403T000000,610000,3,2.5,1300,1331,3,0,0,3,8,1300,0,2007,0,98103,47.6607,-122.352,1450,5270
21226,20150108T000000,635000,3,3,2230,1407,2.5,0,0,3,8,1850,380,2014,0,98027,47.5446,-122.017,2290,1407
21227,20140627T000000,235000,1,1.5,1170,1456,2,0,0,3,8,1070,100,2007,0,98126,47.5493,-122.372,1360,1730
21228,20140716T000000,623300,4,3.5,4170,4524,2,0,0,3,9,3500,670,2007,0,98072,47.7726,-122.162,3510,5001
21229,20141023T000000,412500,3,2,1680,5246,1,0,0,3,7,1680,0,2007,0,98065,47.5206,-121.868,2430,6883
21230,20141121T000000,380000,4,3.25,2864,8035,3,0,0,3,8,2864,0,2014,0,98030,47.3746,-122.189,2419,8984
21231,20140623T000000,497000,3,2.25,1630,3817,2,0,0,3,7,1630,0,2005,0,98029,47.5485,-121.999,1630,3348
21232,20141111T000000,452000,4,2.5,2716,7850,2,0,0,3,9,2716,0,2014,0,98030,47.352,-122.197,2580,14448
21233,20141025T000000,312000,3,2.5,1750,4076,2,0,0,3,7,1750,0,2013,0,98038,47.3597,-122.045,1810,4090
21234,20140919T000000,469950,5,3,3223,6371,2,0,0,3,9,3223,0,2014,0,98042,47.3588,-122.163,1979,19030
21235,20140805T000000,775000,5,2.5,2600,4284,2,0,0,3,9,2600,0,2014,0,98136,47.5409,-122.39,1620,5000
21236,20150427T000000,679990,4,2.75,3320,8653,2,0,0,3,8,3320,0,2014,0,98133,47.7521,-122.334,2140,8727
21237,20140627T000000,288790,4,2,1350,942,3,0,0,3,7,1350,0,2008,0,98027,47.5401,-122.026,1390,942
21238,20150408T000000,800000,5,2.5,3410,4726,2,0,0,3,9,3410,0,2007,0,98006,47.5459,-122.184,2810,5129
21239,20150427T000000,299000,3,2.5,1572,4000,2,0,0,3,8,1572,0,2013,0,98092,47.2615,-122.198,1608,5175
21240,20150129T000000,332000,4,2.5,2300,4482,2,0,0,3,7,2300,0,2013,0,98042,47.3599,-122.082,2300,3825
21241,20150420T000000,525000,1,1.5,1030,5923,1,0,0,3,8,1030,0,1940,0,98105,47.6653,-122.305,2650,5000
21242,20140903T000000,620000,3,1.75,1458,858,2,0,0,3,8,950,508,2014,0,98144,47.592,-122.293,1458,3000
21243,20141103T000000,452000,4,2.5,2190,6896,2,0,0,3,7,2190,0,2007,0,98065,47.5191,-121.869,2190,5900
21244,20141028T000000,630000,4,3,3640,5096,2,0,0,3,8,2740,900,2010,0,98118,47.5428,-122.27,1910,9189
21245,20140724T000000,485000,4,2.75,2790,7803,2,0,0,3,8,2790,0,2013,0,98045,47.4823,-121.772,2620,6178
21246,20141013T000000,349950,4,2.5,2632,4117,2,0,0,3,8,2632,0,2013,0,98001,47.3428,-122.278,2040,5195
21247,20140701T000000,499990,4,2.75,2910,6334,2,0,0,3,8,2910,0,2013,0,98045,47.4826,-121.771,2790,6352
21248,20141205T000000,510000,2,2.25,1470,1101,2,0,0,3,8,1340,130,2005,0,98115,47.6768,-122.301,1470,1582
21249,20150303T000000,1.08E+06,3,2.5,2240,21477,2,0,2,3,8,2240,0,1995,0,98006,47.5745,-122.18,2930,21569
21250,20140508T000000,494000,3,2.5,2310,4729,2,0,0,3,8,2310,0,2011,0,98028,47.7734,-122.237,2440,4711
21251,20140626T000000,429900,3,2.5,2370,5353,2,0,0,3,8,2370,0,2009,0,98019,47.7333,-121.975,2130,6850
21252,20141015T000000,505000,4,2.75,2980,9825,1,0,0,3,8,1910,1070,2007,0,98056,47.5073,-122.172,2580,12231
21253,20140715T000000,272000,4,2,1870,6551,1,0,3,3,7,1870,0,2009,0,98022,47.1934,-121.977,2280,5331
21254,20150210T000000,671500,3,2.5,1770,1714,3,0,0,3,8,1770,0,2012,0,98103,47.6532,-122.348,1720,3360
21255,20150311T000000,729950,4,3.5,3510,10010,2,0,0,3,10,3510,0,2001,0,98065,47.5412,-121.876,4200,9935
21256,20140721T000000,471835,4,2.5,3281,5354,2,0,0,3,9,3281,0,2014,0,98092,47.3273,-122.163,2598,4815
21257,20141103T000000,249950,3,2,1670,4438,1,0,0,3,7,1670,0,2014,0,98022,47.1948,-121.974,1670,4558
21258,20140808T000000,424950,5,3.5,2760,3846,2.5,0,0,3,8,2760,0,2013,0,98056,47.5047,-122.17,2760,4587
21259,20140709T000000,1.24E+06,5,3.5,5430,10327,2,0,2,3,10,4010,1420,2007,0,98006,47.5476,-122.116,4340,10324
21260,20140911T000000,440000,4,2.5,2990,7928,2,0,0,3,9,2990,0,2011,0,98010,47.3139,-122.024,2810,7401
21261,20150408T000000,495000,4,3.5,3170,3858,2,0,0,3,8,2530,640,2008,0,98059,47.5049,-122.155,2640,3844
21262,20140513T000000,870000,4,2.5,3520,6773,2.5,0,0,3,9,2650,870,2006,0,98136,47.5317,-122.391,2930,6458
21263,20141125T000000,559000,2,3,1650,960,3,0,0,3,8,1350,300,2015,0,98103,47.6611,-122.346,1650,3000
21264,20140507T000000,495000,4,2.75,2656,21195,2,0,0,3,9,2656,0,2014,0,98001,47.3162,-122.272,1860,16510
21265,20150213T000000,722000,3,2.5,2230,4850,2,0,0,3,8,2230,0,2014,0,98133,47.7295,-122.334,2230,4513
21266,20140702T000000,567500,3,2.5,2280,2502,2,0,0,3,8,1880,400,2006,0,98027,47.5364,-122.073,2280,2812
21267,20141217T000000,440000,4,2.5,2798,5085,2,0,0,3,9,2798,0,2011,0,98092,47.3308,-122.187,2502,5707
21268,20140829T000000,400000,4,2.5,2398,5988,2,0,0,3,8,2398,0,2008,0,98055,47.452,-122.204,2370,5988
21269,20141006T000000,459995,4,2.5,2350,3760,2,0,0,3,8,2350,0,2014,0,98059,47.4786,-122.123,2590,4136
21270,20140507T000000,365000,5,2.75,2410,5003,1,0,0,3,7,1410,1000,2008,0,98118,47.5298,-122.274,1590,5003
21271,20150417T000000,389950,3,2.25,1580,920,3,0,0,3,8,1580,0,2015,0,98106,47.5578,-122.363,1250,1150
21272,20140708T000000,320000,3,3.25,1450,1387,2,0,0,3,8,1180,270,2013,0,98106,47.5556,-122.362,1450,1198
21273,20140613T000000,415500,4,2.5,1750,4779,2,0,0,3,7,1750,0,2009,0,98028,47.7608,-122.232,1580,4687
21274,20150309T000000,775000,3,2.5,3020,4120,2,0,0,3,9,2360,660,2008,0,98126,47.5714,-122.373,2280,4120
21275,20150311T000000,590000,3,3,1740,1100,3,0,0,3,8,1740,0,2007,0,98107,47.67,-122.391,1370,1180
21276,20150123T000000,950000,2,2.25,2200,2043,2,0,0,3,9,1760,440,2007,0,98004,47.6213,-122.2,2020,1957
21277,20140806T000000,378950,4,2.5,1867,15314,2,0,0,3,9,1867,0,2013,0,98030,47.3524,-122.198,2616,8048
21278,20140508T000000,441750,2,1.5,1020,1060,3,0,0,3,8,1020,0,2008,0,98103,47.6801,-122.348,1340,1415
21279,20141031T000000,335900,4,2.75,2475,4000,2,0,0,3,7,2475,0,2014,0,98002,47.345,-122.209,2475,4000
21280,20140627T000000,229800,2,1.75,1110,1773,2,0,0,3,8,1110,0,2014,0,98108,47.5647,-122.293,1420,2855
21281,20150310T000000,645000,3,2.5,1900,1258,2.5,0,0,3,7,1700,200,2007,0,98119,47.6465,-122.358,1780,1877
21282,20150423T000000,448000,3,3.25,1560,1345,2,0,0,3,8,1260,300,2009,0,98126,47.5637,-122.375,1560,4800
21283,20141216T000000,706000,4,2.5,2510,5436,2,0,0,3,8,2510,0,2011,0,98053,47.6894,-122.016,2520,5436
21284,20150227T000000,988990,4,4.75,4150,6303,3,0,0,3,9,4150,0,2014,0,98052,47.7047,-122.123,3570,6285
21285,20140716T000000,716000,3,3,1660,1849,3,0,0,3,9,1660,0,2013,0,98103,47.6649,-122.353,1660,3300
21286,20150421T000000,319000,2,1.5,1090,847,3,0,0,3,8,1090,0,2009,0,98133,47.7235,-122.352,1090,1118
21287,20141014T000000,300000,4,2.5,1914,3272,2,0,0,3,8,1914,0,2009,0,98055,47.4297,-122.189,1714,3250
21288,20140502T000000,625000,4,3.25,2730,54014,1,0,0,3,9,1560,1170,2007,0,98059,47.5133,-122.11,2730,111274
21289,20140514T000000,773000,3,2.75,2470,3600,2,0,0,3,9,2470,0,2007,0,98029,47.5406,-121.994,2570,3600
21290,20140925T000000,392000,5,2.5,2340,5670,2,0,0,3,7,2340,0,2009,0,98059,47.4913,-122.152,2190,4869
21291,20140911T000000,549995,4,3.5,2660,5690,2,0,0,3,8,1920,740,2014,0,98059,47.4775,-122.122,2970,5690
21292,20140920T000000,480000,3,2.5,2410,4656,2,0,0,3,7,2410,0,2009,0,98065,47.5203,-121.874,2410,4840
21293,20141020T000000,355000,3,2.25,1430,4777,2,0,0,3,7,1430,0,2010,0,98059,47.4867,-122.152,1639,3854
21294,20141230T000000,208400,2,2.5,1570,1268,3,0,0,3,7,1570,0,2007,0,98106,47.534,-122.365,1570,1300
21295,20140822T000000,831548,5,2.75,3010,4919,2,0,0,3,9,3010,0,2014,0,98074,47.6067,-122.052,3230,5415
21296,20141117T000000,279500,4,2.5,1613,4338,2,0,0,3,7,1613,0,2009,0,98042,47.3859,-122.162,1427,4341
21297,20150227T000000,445000,3,2.5,2380,5269,2,0,0,3,8,2380,0,2008,0,98056,47.5066,-122.192,2150,7600
21298,20140616T000000,492500,5,2.5,2570,9962,2,0,0,3,8,2570,0,2006,0,98019,47.7275,-121.957,2890,9075
21299,20140709T000000,435000,4,2.5,2550,5200,2,0,0,3,7,2550,0,2009,0,98059,47.4919,-122.153,2550,4660
21300,20150512T000000,325000,3,2.25,1330,969,3,0,0,3,7,1330,0,2007,0,98125,47.7177,-122.292,1310,1941
21301,20141117T000000,453000,2,1.5,1160,1269,2,0,0,3,7,970,190,2005,0,98103,47.6608,-122.335,1700,3150
